Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.83437767323213E-07,0,0.0757416972495107,0,0,0,57.5000842612895,1.03705654741234,-3.82727326264883E-17,-1.16651163426314E-06,1.28399979970935,9.16355064710203E-18,2.0953613948117,0,0,0,0,0,0,package://carmodel/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://carmodel/meshes/base_link.STL,,车体-1,baselink坐标系,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
wheel_left_front_link,6.31155165520259E-07,-0.0278661932324391,-4.19737983672203E-07,0,0,0,0.523991092221911,0.00024114925756414,4.272300491493E-10,-1.41228888917539E-09,0.000363904083939778,-2.84109198876136E-10,0.000241148073024117,0,0,0,0,0,0,package://carmodel/meshes/wheel_left_front_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://carmodel/meshes/wheel_left_front_link.STL,,mecanum wheel-1,左前坐标,左前轴,wheel_left_front_joint,continuous,0.14503,0.27138,0.044,0,0,0,base_link,0,1,0,,,,,,,,,,,,
wheel_left_back_link,6.31155165457808E-07,-0.0278661932324388,-4.19737983646182E-07,0,0,0,0.523991092221911,0.000241149257564134,4.27230048844126E-10,-1.4122888888441E-09,0.000363904083939771,-2.84109199606226E-10,0.000241148073024111,0,0,0,0,0,0,package://carmodel/meshes/wheel_left_back_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://carmodel/meshes/wheel_left_back_link.STL,,mecanum wheel-2,左后坐标,左后轴,wheel_left_back_joint,continuous,-0.14497,0.27138,0.044,0,0,0,base_link,0,1,0,,,,,,,,,,,,
wheel_right_back_link,-7.43795663067648E-07,0.0268661932324409,-1.45960579910759E-07,0,0,0,0.523991092220049,0.000241150083189761,5.03472139870328E-10,5.78718895051057E-10,0.000363904083939767,9.87893865688362E-11,0.000241147247398468,0,0,0,0,0,0,package://carmodel/meshes/wheel_right_back_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://carmodel/meshes/wheel_right_back_link.STL,,mecanum wheel-4,右后坐标,右后轴,wheel_right_back_joint,continuous,-0.14497,-0.27038,0.044,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
wheel_right_front_link,-3.14836830273002E-07,0.0278661932324386,6.89500601966028E-07,0,0,0,0.523991092220466,0.000241147662218502,2.13099554246371E-10,-1.1572308694175E-09,0.000363904083939788,-4.66725830246774E-10,0.000241149668369752,0,0,0,0,0,0,package://carmodel/meshes/wheel_right_front_link.STL,0.298039215686275,0.298039215686275,0.298039215686275,1,0,0,0,0,0,0,package://carmodel/meshes/wheel_right_front_link.STL,,mecanum wheel-3,右前坐标,右前轴,wheel_right_front_joint,continuous,0.14503,-0.27138,0.044,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
radar_link,0,0,0.0275,0,0,0,0.211664805035612,0.000118179516144884,0,6.92677814647949E-37,0.000118179516144884,1.10220644459236E-36,0.000129644693084313,0,0,0,0,0,0,package://carmodel/meshes/radar_link.STL,1,1,1,1,0,0,0,0,0,0,package://carmodel/meshes/radar_link.STL,,激光雷达-1,雷达坐标,雷达轴,radar_joint,fixed,0.0750275357424189,0,0.15,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
